Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата	Тип даты
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2020-10-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2020-07-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2020-04-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2020-01-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2019-10-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2019-07-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2019-04-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2019-01-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2018-10-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2018-07-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2018-04-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2018-01-01	q
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2020-01-01	y
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2019-01-01	y
53.009098	39.129417	Мини-отель НАШ ЛЕБЕДЯНЬ	ул. Почтовая, д.31, Лебедянь 399610 Россия	Туризм/транспорт	Отели	2018-01-01	y
52.62013	39.60632	Бизнес Отель	ул. Новокарьерная, д. 18, Липецк 398002 Россия	Туризм/транспорт	Отели	2020-10-01	q
52.62013	39.60632	Бизнес Отель	ул. Новокарьерная, д. 18, Липецк 398002 Россия	Туризм/транспорт	Отели	2020-07-01	q
52.62013	39.60632	Бизнес Отель	ул. Новокарьерная, д. 18, Липецк 398002 Россия	Туризм/транспорт	Отели	2020-04-01	q
52.62013	39.60632	Бизнес Отель	ул. Новокарьерная, д. 18, Липецк 398002 Россия	Туризм/транспорт	Отели	2020-01-01	q
52.62013	39.60632	Бизнес Отель	ул. Новокарьерная, д. 18, Липецк 398002 Россия	Туризм/транспорт	Отели	2019-10-01	q
52.62013	39.60632	Бизнес Отель	ул. Новокарьерная, д. 18, Липецк 398002 Россия	Туризм/транспорт	Отели	2019-07-01	q
52.62013	39.60632	Бизнес Отель	ул. Новокарьерная, д. 18, Липецк 398002 Россия	Туризм/транспорт	Отели	2019-04-01	q
