category,city,name,region,subcategory,tags
Рестораны,Самара,Konveer,Самарская область,,
Рестораны,Тольятти,Городская столовая №51,Самарская область,,
Рестораны,Сызрань,Гессен,Самарская область,,
Рестораны,Самара,Mavericks Coffee,Самарская область,,
Рестораны,Тольятти,Старый Дом,Самарская область,,
Рестораны,Самара,Сицилия,Самарская область,,
Рестораны,Самара,Чайхана Шарабара,Самарская область,,
Рестораны,Самара,FRIENDS Фуджи Суши,Самарская область,,
Рестораны,Тольятти,Суши Весла,Самарская область,,
Рестораны,Самара,Пить Любить,Самарская область,,
Рестораны,Тольятти,Vine Story,Самарская область,,
Рестораны,Тольятти,Золотое руно,Самарская область,,
Рестораны,Самара,Оазис,Самарская область,,
Рестораны,Ставропольский район,Лесной пир,Самарская область,,
Рестораны,Самара,Konig Schnitzel,Самарская область,,
Рестораны,Тольятти,Рубин,Самарская область,,
Рестораны,Тольятти,By Mama,Самарская область,,
Рестораны,Самара,Кафе на Ленинградской,Самарская область,,
Рестораны,Самара,Сбарро,Самарская область,,
Рестораны,Самара,Гватемала,Самарская область,,
Рестораны,Самара,Butcher Burger Bar,Самарская область,,
Рестораны,Самара,Додо Пицца,Самарская область,,
Рестораны,Самара,Советский,Самарская область,,
Рестораны,Тольятти,Хуторок,Самарская область,,
Рестораны,Самара,Суши-Шоу,Самарская область,,
Рестораны,Тольятти,Флоранс,Самарская область,,
Рестораны,Тольятти,Мари Л,Самарская область,,
Рестораны,Самара,Паб Patrik,Самарская область,,Паб
Рестораны,Самара,Империя,Самарская область,,Паб
Рестораны,Самара,Волна,Самарская область,,
Рестораны,Самара,Мир пиццы,Самарская область,,
Рестораны,Тольятти,Смак,Самарская область,,
Рестораны,Самара,Золотая рыбка,Самарская область,,
Рестораны,Тольятти,Начинито,Самарская область,,
Рестораны,Тольятти,Лось и кофе,Самарская область,,Паб
Рестораны,Самара,Мир пиццы,Самарская область,,
Рестораны,Сызрань,McDonalds,Самарская область,,
Рестораны,Самара,Блэк & Уайт,Самарская область,,
Рестораны,Тольятти,Papa Loft Restaurant,Самарская область,,
Рестораны,Самара,Палермо,Самарская область,,
Рестораны,Тольятти,Хит,Самарская область,,
Рестораны,Нефтегорск,Трактир,Самарская область,,Кафе
Рестораны,Самара,Белые воротнички,Самарская область,,
Рестораны,Самара,Сластена,Самарская область,,
Рестораны,Самара,Мясной дворик,Самарская область,,
Рестораны,Самара,Пивной бар,Самарская область,,Паб
Рестораны,Самара,Славянский базар,Самарская область,,
Рестораны,Тольятти,Вавилон,Самарская область,,"Бар,Паб"
Рестораны,Самара,Суши хаус,Самарская область,,
Рестораны,Самара,Волжанин,Самарская область,,
Рестораны,Самара,EL Toro,Самарская область,,
Рестораны,Самара,Паприка,Самарская область,,
Рестораны,Сызрань,Ешь Суши,Самарская область,,
Рестораны,Самара,Subway,Самарская область,,Фастфуд
Рестораны,Самара,Кинза,Самарская область,,
Рестораны,Самара,Чешская утка,Самарская область,,
Рестораны,Самара,Ташир Пицца,Самарская область,,
Рестораны,Белозёрка,Ахтамар,Самарская область,,
Рестораны,Самара,Jbar,Самарская область,,Кафе
Рестораны,Самара,Белый рояль,Самарская область,,
Рестораны,Самара,Ташир Пицца,Самарская область,,
Рестораны,Самара,То Сё,Самарская область,,
Рестораны,Тольятти,Веселье,Самарская область,,"Бар,Паб"
Рестораны,Тольятти,Максима,Самарская область,,
Рестораны,Самара,Пив-бар,Самарская область,,Паб
Рестораны,Самара,"Столовая на ул. Гаражный Проезд, 2",Самарская область,,
Рестораны,Тольятти,Sweetterra,Самарская область,,
Рестораны,Тольятти,Пикник,Самарская область,,Кафе
Рестораны,Красный Яр,Феникс,Самарская область,,
Рестораны,Тольятти,Cinnabon,Самарская область,,
Рестораны,Самара,Stella Artois,Самарская область,,
Рестораны,Тольятти,"Кафе ""У Людмилы""",Самарская область,,
Рестораны,Самара,Содружество,Самарская область,,
Рестораны,Самара,Hot Studio,Самарская область,,"Бар,Паб"
Рестораны,Тольятти,Лунный свет,Самарская область,,
Рестораны,Самара,Суши 100,Самарская область,,
Рестораны,Самара,Килфиш,Самарская область,,"Бар,Паб"
Рестораны,Самара,Гала,Самарская область,,
Рестораны,Новокуйбышевск,Panini Papa,Самарская область,,
Рестораны,Тольятти,Шашлычный Двор,Самарская область,,
Рестораны,Самара,Оазис,Самарская область,,Фастфуд
Рестораны,Самара,Ройлс Клуб,Самарская область,,
Рестораны,Тольятти,Луна,Самарская область,,
Рестораны,Самара,Корж Кофе & Десерты,Самарская область,,
Рестораны,Тольятти,Бельгийские вафли,Самарская область,,
Рестораны,Тольятти,Cafeteria,Самарская область,,
Рестораны,Самара,Осси Лаунж Клуб,Самарская область,,
Рестораны,Тольятти,Auto,Самарская область,,
Рестораны,Самара,Робинзон,Самарская область,,
Рестораны,Тольятти,Элит,Самарская область,,Кафе
Рестораны,Сызрань,Шатер,Самарская область,,
Рестораны,Самара,Ресторан Шишка,Самарская область,,
Рестораны,Самара,Хлебосол,Самарская область,,Фастфуд
Рестораны,Самара,Сытый Папа,Самарская область,,Фастфуд
Рестораны,Самара,Современник,Самарская область,,
Рестораны,Самара,Пиццерия СВ,Самарская область,,
Рестораны,Самара,Хотей,Самарская область,,
Рестораны,Тольятти,Студенческое,Самарская область,,Фастфуд
Рестораны,Самара,Компрендо,Самарская область,,"Бар,Паб"
Рестораны,Самара,Кавказ,Самарская область,,
Рестораны,Тольятти,Кино-кафе,Самарская область,,
Рестораны,Тольятти,Пивной король,Самарская область,,"Бар,Паб"
Рестораны,Тольятти,Red bar,Самарская область,,
Рестораны,Самара,Красный халат,Самарская область,,Кафе
Рестораны,Самара,Кишмиш,Самарская область,,
Рестораны,Самара,Чаshka,Самарская область,,
Рестораны,Самара,KFC,Самарская область,,Фастфуд
Рестораны,Самара,Бриз,Самарская область,,
Рестораны,Самара,Вилли-Нилли,Самарская область,,
Рестораны,Самара,Palermo,Самарская область,,
Рестораны,Самара,Русский Лес,Самарская область,,
Рестораны,Самара,Каледония,Самарская область,,
Рестораны,Самара,Прохлада,Самарская область,,
Рестораны,Тольятти,По-домашнему,Самарская область,,Фастфуд
Рестораны,Самара,Три Литра,Самарская область,,"Бар,Паб"
